seq.name	LHCtype
TARA_ARC_108_MAG_00165_000000001084.38.2	LHCr9homolog
TARA_SOC_28_MAG_00077_000000004232.1.2	LHCr9homolog
TARA_SOC_28_MAG_00060_000000001262.1.1	LHCr9homolog
TARA_MED_95_MAG_00396_000000001807.1.2	LHCr9homolog
TARA_PSE_93_MAG_00241_000000004625.10.1	LHCr9homolog
TARA_ION_45_MAG_00177_000000007305.2.2	LHCr9homolog
TARA_AOS_82_MAG_00185_000000001187.5.3	LHCr9homolog
Metagenome_centric_SAG_TOSAG51-11_Gene3313	LHCr9homolog
TARA_IOS_50_MAG_00124_000000003955.20.1	LHCr9homolog
TARA_PSW_86_MAG_00257_000000000177.21.1	LHCr9homolog
TARA_PON_109_MAG_00221_000000003668.11.1	LHCr9homolog
TARA_IOS_50_MAG_00127_000000003145.7.1	LHCr9homolog
TARA_AOS_82_MAG_00045_000000000669.17.1	LHCr9homolog
TARA_ARC_108_MAG_00123_000000000449.50.1	LHCr9homolog
TARA_AOS_82_MAG_00129_000000004689.8.1	LHCr9homolog
TARA_AON_82_MAG_00274_000000001915.1.2	LHCr9homolog
TARA_PON_109_MAG_00217_000000001365.7.1	LHCr9homolog
TARA_MED_95_MAG_00469_000000002622.7.1	LHCr9homolog
TARA_PSW_86_MAG_00283_000000003688.7.1	LHCr9homolog
TARA_ARC_108_MAG_00289_000000008409.1.1	LHCr9homolog
TARA_PSW_86_MAG_00302_000000007554.1.1	LHCr9homolog
TARA_MED_95_MAG_00458_000000000388.18.1	LHCr9homolog
TARA_AOS_82_MAG_00050_000000000993.32.1	LHCr9homolog
TARA_MED_95_MAG_00453_000000005541.2.4	LHCr9homolog
TARA_PSE_93_MAG_00245_000000002577.4.1	LHCr9homolog
TARA_AOS_82_MAG_00141_000000000250.5.3	LHCr9homolog
TARA_ARC_108_MAG_00319_000000008630.1.16	LHCr9homolog
TARA_ARC_108_MAG_00326_000000005365.17.2	LHCr9homolog
TARA_SOC_28_MAG_00056_000000002587.4.2	LHCr9homolog
TARA_AOS_82_MAG_00183_000000005958.1.2	LHCr9homolog
TARA_MED_95_MAG_00470_000000005810.5.1	LHCr9homolog
TARA_MED_95_MAG_00434_000000002848.4.2	LHCr9homolog
Metagenome_centric_SAG_TOSAG00-8_Gene16187	LHCr9homolog
TARA_ION_45_MAG_00194_000000005283.17.2	LHCr9homolog
TARA_MED_95_MAG_00389_000000000453.5.1	LHCr9homolog
TARA_ION_45_MAG_00170_000000003868.2.1	LHCr9homolog
TARA_ARC_108_MAG_00221_000000003762.1.1	LHCr9homolog
TARA_PSW_86_MAG_00272_000000002203.4.1	LHCr9homolog
TARA_MED_95_MAG_00393_000000000476.3.1	LHCr9homolog
TARA_AON_82_MAG_00356_000000000900.1.1	LHCr9homolog
TARA_PSE_93_MAG_00214_000000001232.2.1	LHCr9homolog
TARA_ARC_108_MAG_00324_000000013917.1.1	LHCr9homolog
TARA_PON_109_MAG_00261_000000020785.1.4	LHCr9homolog
TARA_PSE_93_MAG_00258_000000013908.1.2	LHCr9homolog
TARA_ARC_108_MAG_00108_000000006268.8.1	LHCr9homolog
TARA_AOS_82_MAG_00185_000000000029.26.1	LHCr9homolog
TARA_MED_95_MAG_00425_000000002320.7.1	LHCr9homolog
TARA_PSE_93_MAG_00241_000000004616.27.1	LHCr9homolog
TARA_MED_95_MAG_00396_000000000480.20.1	LHCr9homolog
TARA_ARC_108_MAG_00233_000000001069.6.2	LHCr
TARA_ASW_2018_MAG_00036_000000002908.2.6	LHCr
TARA_PON_109_MAG_00261_000000010320.1.4	LHCr
TARA_MED_95_MAG_00413_000000000415.2.1	LHCr
TARA_AOS_82_MAG_00032_000000000487.76.3	LHCr
TARA_AOS_82_MAG_00131_000000000278.5.1	LHCr
TARA_PON_109_MAG_00124_000000000674.8.2	LHCr
TARA_PSE_93_MAG_00182_000000000096.1.3	LHCr
TARA_PSW_86_MAG_00160_000000000659.12.1	LHCr
TARA_PSE_93_MAG_00201_000000000305.4.1	LHCr
TARA_ARC_108_MAG_00100_000000000138.4.2	LHCr
TARA_PSW_86_MAG_00075_000000000468.26.1	LHCr
TARA_ANE_2018_MAG_00101_000000001072.49.1	LHCr
TARA_AOS_82_MAG_00181_000000000141.1.1	LHCr
TARA_ION_45_MAG_00200_000000000178.10.4	LHCr
TARA_ARC_108_MAG_00310_000000003900.1.12	LHCr
TARA_ARC_108_MAG_00165_000000001596.9.1	LHCr
TARA_MED_95_MAG_00399_000000002214.1.1	LHCr
TARA_ARC_108_MAG_00212_000000002409.4.1	LHCr
TARA_AOS_82_MAG_00176_000000005992.1.1	LHCr
TARA_ARC_108_MAG_00187_000000000606.1.1	LHCr
TARA_SOC_28_MAG_00031_000000004628.1.1	LHCr
TARA_PSE_93_MAG_00213_000000000282.3.1	LHCr
TARA_PSW_86_MAG_00236_000000003226.5.1	LHCr
TARA_PSE_93_MAG_00090_000000000277.1.5	LHCr
TARA_MED_95_MAG_00198_000000001331.1.2	LHCr
TARA_ARC_108_MAG_00264_000000002060.17.2	LHCr
TARA_ION_45_MAG_00030_000000000351.36.1	LHCr
TARA_PSE_93_MAG_00017_000000001015.46.1	LHCr
TARA_MED_95_MAG_00421_000000001057.2.1	LHCr
TARA_ARC_108_MAG_00063_000000000011.170.1	LHCr
TARA_ION_45_MAG_00153_000000000918.5.1	LHCr
TARA_IOS_50_MAG_00065_000000001391.20.2	LHCr
TARA_AON_82_MAG_00118_000000000334.12.1	LHCr
TARA_AON_82_MAG_00097_000000000147.9.2	LHCr
TARA_MED_95_MAG_00447_000000000272.4.2	LHCr
TARA_PSW_86_MAG_00106_000000000254.7.2	LHCr
TARA_PSW_86_MAG_00105_000000000035.201.1	LHCr
TARA_ARC_108_MAG_00063_000000000225.134.2	LHCr
TARA_ARC_108_MAG_00100_000000000042.102.1	LHCr
TARA_AON_82_MAG_00297_000000001403.6.1	LHCr
TARA_AON_82_MAG_00012_000000000042.59.1	LHCr
TARA_ION_45_MAG_00010_000000000007.1.4	LHCr
TARA_RED_19_MAG_00007_000000000186.316.4	LHCr
TARA_PON_109_MAG_00166_000000000435.1.1	LHCr
TARA_PSE_93_MAG_00121_000000000602.10.1	LHCr
TARA_MED_95_MAG_00419_000000000228.7.1	LHCr
TARA_ARC_108_MAG_00100_000000000379.230.2	LHCr
TARA_AON_82_MAG_00297_000000001190.3.1	LHCr
TARA_MED_95_MAG_00308_000000000415.56.1	LHCr
TARA_PSW_86_MAG_00075_000000000204.94.1	LHCr
TARA_PSW_86_MAG_00289_000000000273.111.1	LHCr
TARA_ARC_108_MAG_00063_000000000103.203.1	LHCr
TARA_PSW_86_MAG_00295_000000002777.5.1	LHCr
TARA_AON_82_MAG_00189_000000001827.1.2	LHCr
TARA_AON_82_MAG_00012_000000000532.22.1	LHCr
TARA_ION_45_MAG_00200_000000000047.175.1	LHCr
TARA_PSE_93_MAG_00121_000000000968.31.1	LHCr
TARA_PSW_86_MAG_00160_000000000020.28.2	LHCr
TARA_PSE_93_MAG_00182_000000001432.6.1	LHCr
TARA_PSW_86_MAG_00260_000000000134.6.1	LHCr
TARA_PSE_93_MAG_00201_000000001684.1.1	LHCr
TARA_AON_82_MAG_00340_000000000095.3.1	LHCr
TARA_MED_95_MAG_00216_000000000297.1.1	LHCr
TARA_ION_45_MAG_00163_000000001335.11.1	LHCr
TARA_PSW_86_MAG_00208_000000000044.22.1	LHCr
TARA_PSE_93_MAG_00141_000000000728.19.2	LHCr
TARA_PSW_86_MAG_00270_000000001270.3.2	LHCr
TARA_PSW_86_MAG_00105_000000000161.86.1	LHCr
TARA_ION_45_MAG_00010_000000000297.50.1	LHCr
TARA_AON_82_MAG_00297_000000000461.40.1	LHCr
TARA_AOS_82_MAG_00137_000000000656.50.1	LHCr
TARA_MED_95_MAG_00308_000000001860.50.1	LHCr
TARA_ION_45_MAG_00143_000000000908.2.1	LHCr
TARA_RED_19_MAG_00007_000000000072.415.1	LHCr
TARA_ARC_108_MAG_00100_000000000269.273.15	LHCr
TARA_PSW_86_MAG_00106_000000000171.19.1	LHCr
TARA_AON_82_MAG_00012_000000000251.84.2	LHCr
TARA_AOS_82_MAG_00186_000000001824.62.1	LHCr
TARA_ION_45_MAG_00030_000000000414.28.1	LHCr
TARA_MED_95_MAG_00421_000000001120.2.1	LHCr
TARA_PSE_93_MAG_00017_000000000075.1.1	LHCr
TARA_PSW_86_MAG_00105_000000000008.2.1	LHCr
TARA_MED_95_MAG_00421_000000001807.9.2	LHCr
TARA_ARC_108_MAG_00264_000000001897.19.3	LHCr
TARA_PSE_93_MAG_00090_000000000282.546.1	LHCr
TARA_ARC_108_MAG_00264_000000000982.33.1	LHCr
TARA_MED_95_MAG_00198_000000000174.38.1	LHCr
TARA_AON_82_MAG_00271_000000002492.1.1	LHCr
TARA_PSE_93_MAG_00090_000000000420.1.1	LHCr
TARA_AON_82_MAG_00271_000000000596.1.1	LHCr
TARA_ARC_108_MAG_00063_000000000026.3.1	LHCr
TARA_PON_109_MAG_00226_000000000589.1.1	LHCr
TARA_MED_95_MAG_00434_000000001327.10.1	LHCr
TARA_MED_95_MAG_00389_000000001035.6.4	LHCr
TARA_ION_45_MAG_00194_000000001261.1.2	LHCr
TARA_MED_95_MAG_00422_000000000195.10.1	LHCr
TARA_AOS_82_MAG_00184_000000005221.2.1	LHCr
TARA_AON_82_MAG_00315_000000012437.1.1	LHCr
TARA_PSW_86_MAG_00262_000000003506.1.2	LHCr
TARA_MED_95_MAG_00415_000000000375.6.1	LHCr
Metagenome_centric_SAG_TOSAG41-5_Gene6353	LHCr
TARA_ARC_108_MAG_00108_000000004465.2.2	LHCr
TARA_PSW_86_MAG_00260_000000000675.1.3	LHCr
TARA_PSE_93_MAG_00201_000000001128.1.2	LHCr
TARA_AOS_82_MAG_00131_000000002203.18.8	LHCr
TARA_PON_109_MAG_00166_000000001850.5.1	LHCr
TARA_RED_19_MAG_00007_000000000022.575.1	LHCr
TARA_ION_45_MAG_00010_000000000072.295.1	LHCr
TARA_AON_82_MAG_00340_000000002940.3.1	LHCr
TARA_AON_82_MAG_00198_000000000785.33.1	LHCr
TARA_ARC_108_MAG_00263_000000000219.3.3	LHCr
TARA_AOS_82_MAG_00162_000000000613.9.1	LHCr
TARA_PSW_86_MAG_00106_000000000569.26.1	LHCr
TARA_AON_82_MAG_00097_000000000118.53.1	LHCr
TARA_PSE_93_MAG_00200_000000000284.2.2	LHCr
TARA_PSW_86_MAG_00289_000000000041.61.1	LHCr
TARA_PSW_86_MAG_00075_000000000282.40.1	LHCr
TARA_AOS_82_MAG_00181_000000001231.6.1	LHCr
TARA_PSW_86_MAG_00253_000000000204.1.1	LHCr
TARA_MED_95_MAG_00421_000000001853.56.1	LHCr
TARA_ARC_108_MAG_00264_000000001140.6.1	LHCr
TARA_MED_95_MAG_00198_000000001193.177.1	LHCr
TARA_ION_45_MAG_00030_000000000032.152.1	LHCr
TARA_PSE_93_MAG_00090_000000000457.288.1	LHCr
TARA_ARC_108_MAG_00063_000000000079.262.1	LHCr
TARA_ARC_108_MAG_00100_000000000388.13.1	LHCr
TARA_ARC_108_MAG_00100_000000000817.226.1	LHCr
TARA_ION_45_MAG_00010_000000000198.192.1	LHCr
TARA_ION_45_MAG_00030_000000000260.3.1	LHCr
TARA_AON_82_MAG_00097_000000000649.1.1	LHCr
TARA_PSW_86_MAG_00289_000000000072.241.1	LHCr
TARA_AOS_82_MAG_00181_000000002138.14.1	LHCr
TARA_ARC_108_MAG_00063_000000000210.198.1	LHCr
TARA_AON_82_MAG_00189_000000000821.100.1	LHCr
TARA_PSE_93_MAG_00121_000000000112.10.1	LHCr
TARA_MED_95_MAG_00462_000000001846.3.2	LHCr
TARA_AON_82_MAG_00340_000000002712.7.1	LHCr
TARA_AON_82_MAG_00229_000000002160.8.1	LHCr
TARA_MED_95_MAG_00424_000000003401.18.1	LHCr
TARA_MED_95_MAG_00399_000000003906.7.1	LHCr
TARA_ARC_108_MAG_00232_000000002856.7.1	LHCr
TARA_ARC_108_MAG_00267_000000000108.11.2	LHCr
TARA_SOC_28_MAG_00049_extended_000000245227.16.1	LHCr
TARA_ARC_108_MAG_00222_000000003320.4.1	LHCr
TARA_AON_82_MAG_00189_000000000354.58.2	LHCr
TARA_ARC_108_MAG_00189_000000001622.17.5	LHCr
TARA_SOC_28_MAG_00060_000000000895.1.1	LHCr
TARA_ION_45_MAG_00200_000000000262.18.3	LHCr
TARA_AOS_82_MAG_00131_000000000163.8.1	LHCr
TARA_PON_109_MAG_00124_000000000439.73.1	LHCr
TARA_MED_95_MAG_00462_000000000323.23.1	LHCr
TARA_PSW_86_MAG_00260_000000000848.6.1	LHCr
TARA_PSE_93_MAG_00182_000000000347.15.1	LHCr
TARA_PSE_93_MAG_00201_000000000027.7.1	LHCr
TARA_IOS_50_MAG_00114_000000000851.8.1	LHCr
TARA_MED_95_MAG_00458_000000007612.1.2	LHCr
TARA_MED_95_MAG_00216_000000000541.12.1	LHCr
TARA_PSE_93_MAG_00141_000000001151.2.1	LHCr
TARA_PSW_86_MAG_00208_000000001063.6.1	LHCr
TARA_PSE_93_MAG_00228_000000000906.2.1	LHCr
TARA_AOS_82_MAG_00184_000000008725.4.1	LHCr
TARA_AOS_82_MAG_00140_000000004888.3.1	LHCr
TARA_AOS_82_MAG_00141_000000000339.1.1	LHCr
TARA_AON_82_MAG_00189_000000000152.18.1	LHCr
TARA_ARC_108_MAG_00310_000000017312.1.5	LHCr
TARA_RED_19_MAG_00007_000000000259.201.1	LHCr
TARA_ION_45_MAG_00010_000000000181.84.1	LHCr
TARA_AON_82_MAG_00012_000000000155.17.1	LHCr
TARA_PSW_86_MAG_00105_000000000463.123.1	LHCr
TARA_AON_82_MAG_00097_000000000053.19.1	LHCr
TARA_AON_82_MAG_00118_000000000314.19.2	LHCr
TARA_ARC_108_MAG_00312_000000007549.3.1	LHCr
TARA_PSW_86_MAG_00262_000000003403.2.1	LHCr
TARA_AON_82_MAG_00302_000000003452.1.1	LHCr
TARA_MED_95_MAG_00430_000000000175.6.4	LHCr
TARA_PSE_93_MAG_00235_000000004402.7.2	LHCr
TARA_AON_82_MAG_00351_000000006842.7.2	LHCr
TARA_ARC_108_MAG_00100_000000000899.29.1	LHCr
TARA_MED_95_MAG_00447_000000001556.29.1	LHCr
TARA_AON_82_MAG_00118_000000000025.4.1	LHCr
TARA_PSW_86_MAG_00075_000000000068.406.1	LHCr
TARA_ARC_108_MAG_00100_000000000715.76.2	LHCr
TARA_ARC_108_MAG_00063_000000000058.177.1	LHCr
TARA_PSW_86_MAG_00295_000000000383.12.1	LHCr
TARA_AOS_82_MAG_00137_000000001856.35.1	LHCr
TARA_PSE_93_MAG_00171_000000000863.23.1	LHCr
TARA_ARC_108_MAG_00217_000000004551.22.1	LHCr
TARA_SOC_28_MAG_00037_000000000033.2.1	LHCr
TARA_ARC_108_MAG_00116_000000001750.69.1	LHCr
TARA_SOC_28_MAG_00060_000000001984.2.1	LHCr
TARA_PSW_86_MAG_00256_000000000706.2.1	LHCr
TARA_ARC_108_MAG_00212_000000003306.2.1	LHCr
TARA_SOC_28_MAG_00031_000000002405.11.1	LHCr
TARA_AOS_82_MAG_00176_000000000547.26.1	LHCr
TARA_ARC_108_MAG_00187_000000006710.31.1	LHCr
TARA_AON_82_MAG_00159_000000001972.9.1	LHCr
TARA_IOS_50_MAG_00056_000000001066.59.1	LHCr
TARA_ARC_108_MAG_00212_000000004942.13.1	LHCr
TARA_ARC_108_MAG_00137_000000002260.3.1	LHCr
TARA_ARC_108_MAG_00276_000000004114.1.1	LHCr
TARA_ARC_108_MAG_00122_000000003211.12.1	LHCr
TARA_MED_95_MAG_00424_000000003763.17.1	LHCr
TARA_ARC_108_MAG_00238_000000000551.7.1	LHCr
TARA_PSW_86_MAG_00222_000000002540.1.1	LHCr
TARA_IOS_50_MAG_00115_000000002008.1.1	LHCr
TARA_PSW_86_MAG_00236_000000001564.2.1	LHCr
TARA_ANE_2018_MAG_00101_000000000346.13.1	LHCr
TARA_PSW_86_MAG_00075_000000000432.22.1	LHCr
TARA_AOS_82_MAG_00137_000000001417.9.1	LHCr
TARA_IOS_50_MAG_00065_000000000251.6.1	LHCr
TARA_MED_95_MAG_00308_000000000195.30.1	LHCr
TARA_MED_95_MAG_00447_000000001751.10.1	LHCr
TARA_AON_82_MAG_00297_000000001170.15.1	LHCr
TARA_ION_45_MAG_00010_000000000022.20.1	LHCr
TARA_RED_19_MAG_00007_000000000306.40.1	LHCr
TARA_ARC_108_MAG_00215_000000000373.22.1	LHCr
TARA_MED_95_MAG_00362_000000001585.3.1	LHCr
TARA_RED_2018_MAG_00112_000000000490.6.1	LHCr
TARA_PSW_86_MAG_00106_000000001128.2.1	LHCr
TARA_AON_82_MAG_00097_000000000517.20.1	LHCr
TARA_ARC_108_MAG_00239_000000000992.6.1	LHCr
TARA_AON_82_MAG_00338_000000002892.26.1	LHCr
TARA_AOS_82_MAG_00050_000000001583.29.1	LHCr
TARA_ARC_108_MAG_00189_000000000293.9.1	LHCr
TARA_MED_95_MAG_00467_000000008984.9.1	LHCr
TARA_ARC_108_MAG_00108_000000002040.2.1	LHCr
TARA_ARC_108_MAG_00253_000000004242.2.1	LHCr
TARA_MED_95_MAG_00394_000000000455.7.1	LHCr
TARA_ARC_108_MAG_00313_000000033421.27.1	LHCr
TARA_ARC_108_MAG_00219_000000006016.8.1	LHCr
TARA_AOS_82_MAG_00147_000000000976.1.1	LHCr
TARA_ARC_108_MAG_00138_000000001292.27.1	LHCr
TARA_ARC_108_MAG_00267_000000004367.9.1	LHCr
TARA_ARC_108_MAG_00232_000000002536.4.1	LHCr
TARA_PSE_93_MAG_00267_000000006505.4.1	LHCr
TARA_MED_95_MAG_00444_000000000201.5.1	LHCr
TARA_AON_82_MAG_00271_000000000430.1.2	LHCr
TARA_ION_45_MAG_00030_000000000437.190.2	LHCr
TARA_MED_95_MAG_00421_000000000909.1.3	LHCr
TARA_PSE_93_MAG_00017_000000000748.27.2	LHCr
TARA_MED_95_MAG_00198_000000000687.3.3	LHCr
TARA_PSE_93_MAG_00090_000000000347.93.3	LHCr
TARA_IOS_50_MAG_00114_000000002992.11.1	LHCr
TARA_PSE_93_MAG_00236_000000002124.69.1	LHCr
TARA_SOC_28_MAG_00077_000000008725.2.1	LHCr
TARA_ARC_108_MAG_00221_000000001012.5.1	LHCr
TARA_SOC_28_MAG_00049_extended_000000103604.7.1	LHCr
TARA_PSW_86_MAG_00257_000000000834.3.1	LHCr
TARA_SOC_28_MAG_00057_000000004102.2.1	LHCr
TARA_IOS_50_MAG_00065_000000000298.53.1	LHCr
TARA_ION_45_MAG_00143_000000001007.24.1	LHCr
TARA_AOS_82_MAG_00137_000000000380.16.1	LHCr
TARA_MED_95_MAG_00308_000000001764.132.1	LHCr
TARA_AON_82_MAG_00297_000000001379.1.1	LHCr
TARA_PSE_93_MAG_00017_000000000707.1.1	LHCr
TARA_AON_82_MAG_00271_000000000239.1.1	LHCr
TARA_ION_45_MAG_00030_000000000022.52.1	LHCr
TARA_MED_95_MAG_00421_000000001385.27.1	LHCr
TARA_PSE_93_MAG_00090_000000000625.68.1	LHCr
TARA_MED_95_MAG_00198_000000001069.1.1	LHCr
TARA_ARC_108_MAG_00264_000000001956.1.1	LHCr
TARA_PSE_93_MAG_00236_000000001906.40.1	LHCr
TARA_ION_45_MAG_00156_000000000215.19.1	LHCr
TARA_ARC_108_MAG_00230_000000002328.23.1	LHCr
TARA_ARC_108_MAG_00137_000000005292.10.1	LHCr
TARA_ARC_108_MAG_00122_000000003148.3.1	LHCr
TARA_PSW_86_MAG_00295_000000002382.10.1	LHCr
TARA_PSW_86_MAG_00106_000000000033.53.1	LHCr
TARA_AON_82_MAG_00297_000000000877.9.2	LHCr
TARA_ASE_2018_MAG_00032_000000001077.72.2	LHCr
TARA_MED_95_MAG_00308_000000001956.1.3	LHCr
TARA_AON_82_MAG_00118_000000000134.35.1	LHCr
TARA_PSW_86_MAG_00105_000000000220.254.1	LHCr
TARA_ION_45_MAG_00153_000000000697.1.1	LHCr
TARA_ARC_108_MAG_00233_000000000212.115.1	LHCr
TARA_ARC_108_MAG_00100_000000000410.4.1	LHCr
TARA_IOS_50_MAG_00065_000000001373.67.1	LHCr
TARA_IOS_50_MAG_00114_000000001945.22.2	LHCr
TARA_PON_109_MAG_00222_000000001266.10.1	LHCr
TARA_ARC_108_MAG_00232_000000000202.3.2	LHCr
TARA_PSW_86_MAG_00256_000000001058.1.1	LHCr
TARA_MED_95_MAG_00467_000000003796.2.1	LHCr
TARA_PSW_86_MAG_00276_000000003325.2.1	LHCr
TARA_ARC_108_MAG_00219_000000006289.14.1	LHCr
TARA_ARC_108_MAG_00313_000000025345.5.1	LHCr
TARA_ARC_108_MAG_00138_000000003414.11.1	LHCr
TARA_PSE_93_MAG_00253_000000005366.2.1	LHCr
TARA_MED_95_MAG_00424_000000001482.5.1	LHCr
TARA_SOC_28_MAG_00049_extended_000000355217.2.1	LHCr
TARA_PSE_93_MAG_00171_000000000911.8.2	LHCr
TARA_ARC_108_MAG_00108_000000002633.3.1	LHCr
TARA_ARC_108_MAG_00217_000000005995.15.2	LHCr
TARA_SOC_28_MAG_00037_000000001940.21.2	LHCr
TARA_SOC_28_MAG_00077_000000007877.1.1	LHCr
TARA_ARC_108_MAG_00116_000000002976.47.3	LHCr
TARA_AOS_82_MAG_00050_000000000327.1.2	LHCr
TARA_ARC_108_MAG_00209_000000003859.9.1	LHCr
TARA_AON_82_MAG_00338_000000002211.15.1	LHCr
TARA_AON_82_MAG_00198_000000000726.9.1	LHCr
TARA_ARC_108_MAG_00165_000000000850.3.1	LHCr
TARA_MED_95_MAG_00216_000000000156.4.1	LHCr
TARA_ION_45_MAG_00163_000000000682.1.1	LHCr
TARA_PSW_86_MAG_00208_000000001088.2.2	LHCr
TARA_PSE_93_MAG_00141_000000001558.2.1	LHCr
TARA_MED_95_MAG_00398_000000000321.10.1	LHCr
TARA_MED_95_MAG_00407_000000000979.8.1	LHCr
Metagenome_centric_SAG_TOSAG00-18_Gene8152	LHCr
Metagenome_centric_SAG_TOSAG00-18_Gene11002	LHCr
TARA_PON_109_MAG_00250_000000004676.15.1	LHCr
TARA_RED_19_MAG_00043_000000000975.29.1	LHCr
TARA_AON_82_MAG_00189_000000000869.27.1	LHCr
TARA_PSW_86_MAG_00281_000000000352.6.1	LHCr
TARA_IOS_50_MAG_00115_000000000548.4.1	LHCr
TARA_ARC_108_MAG_00122_000000001076.35.1	LHCr
TARA_ARC_108_MAG_00063_000000000281.36.1	LHCr
TARA_ARC_108_MAG_00100_000000000679.4.1	LHCr
TARA_RED_19_MAG_00042_000000001907.8.1	LHCr
TARA_MED_95_MAG_00393_000000000611.1.1	LHCr
TARA_AON_82_MAG_00118_000000001162.7.1	LHCr
TARA_ARC_108_MAG_00063_000000000070.36.1	LHCr
TARA_MED_95_MAG_00308_000000001721.2.1	LHCr
TARA_PSW_86_MAG_00295_000000000717.1.1	LHCr
TARA_PSW_86_MAG_00105_000000000140.98.1	LHCr
TARA_ASE_2018_MAG_00032_000000001245.10.1	LHCr
TARA_ARC_108_MAG_00233_000000001457.8.1	LHCr
TARA_MED_95_MAG_00390_000000000499.2.1	LHCr
TARA_ARC_108_MAG_00326_000000004486.7.1	LHCr
TARA_PON_109_MAG_00124_000000000571.2.1	LHCr
TARA_PSW_86_MAG_00260_000000001985.4.2	LHCr
TARA_PSE_93_MAG_00182_000000000083.24.1	LHCr
TARA_PSW_86_MAG_00160_000000000913.72.4	LHCr
TARA_AON_82_MAG_00340_000000002284.1.1	LHCr
TARA_PON_109_MAG_00217_000000000413.2.1	LHCr
TARA_AOS_82_MAG_00181_000000001244.17.1	LHCr
TARA_PSW_86_MAG_00289_000000000058.4.1	LHCr
TARA_PSW_86_MAG_00075_000000000108.24.1	LHCr
TARA_ANE_2018_MAG_00101_000000000386.10.1	LHCr
TARA_MED_95_MAG_00447_000000000824.1.1	LHCr
TARA_IOS_50_MAG_00065_000000000731.6.1	LHCr
TARA_ION_45_MAG_00143_000000002120.3.1	LHCr
TARA_AON_82_MAG_00356_000000007964.8.2	LHCr
Metagenome_centric_SAG_TOSAG00-1_Gene13168	LHCr
TARA_ION_45_MAG_00177_000000006127.1.1	LHCr
TARA_PSE_93_MAG_00241_000000007384.3.1	LHCr
TARA_MED_95_MAG_00396_000000003210.7.1	LHCr
TARA_AOS_82_MAG_00185_000000002330.2.1	LHCr
TARA_MED_95_MAG_00425_000000002663.3.1	LHCr
TARA_MED_95_MAG_00470_000000006589.1.3	LHCr
TARA_ION_45_MAG_00194_000000001418.1.6	LHCr
Metagenome_centric_SAG_TOSAG00-8_Gene9259	LHCr
TARA_MED_95_MAG_00422_000000004634.1.4	LHCr
TARA_PSE_93_MAG_00121_000000001728.19.1	LHCr
TARA_ION_45_MAG_00200_000000000065.125.12	LHCr
TARA_AON_82_MAG_00198_000000000117.1.1	LHCr
TARA_ION_45_MAG_00200_000000000065.117.6	LHCr
TARA_AOS_82_MAG_00032_000000000211.194.1	LHCr
TARA_PON_109_MAG_00124_000000000432.2.1	LHCr
