Genome_Id final names	Genome_Id (beta-version)	Niche_identification	METDB_match_98percent	METDB_taxonomy	Database	Source	RNAPOL_BLAST_IDENTITY	Novelty_Score_Try	Domain	Phytoplankton	Chloroa_b-bind	Photosynthesis_prediction	Functional_group	Domain	Taxa_Super_Groups	Best_taxonomy_KINGDON	Best_taxonomy_PHYLUM	Best_taxonomy_CLASS	Best_taxonomy_ORDER	Best_taxonomy_FAMILY	Best_taxonomy_GENRE	total_length	Estimated_length	num_contigs	N50	GC_content	Taille_des_introns_en_nt	Nombre_de_genes_sans_intron_	Taille_des_CDS_en_nt	contigs_avec_un_gene_min	Nombre_d'exons_par_gene	Taille_des_genes_en_nt	Taille_des_CDS_gene_pluri_en	Nombre_d'exons_/_gene_pluri	Couverture_en_bases_codante	Nombre_de_genes	Nombre_d'introns	ANVIO_completion	ANVIO_redundancy	BUSCO_completion	BUSCO_redundancy	completion_RNApol	Cluster_Size	RNApol_A_I	RNApol_A_II	RNApol_A_III	RNApol_A_total	RNApol_B_I	RNApol_B_II	RNApol_B_III	RNApol_B_total	RNApol_AB_total	Av_norm_Size_01_119_Stations	Av_norm_Size_02_119_Stations	Av_norm_Size_03_119_Stations	Av_norm_Size_04_119_Stations	Cosmopolitan_Score 0.8-2000µm	Average corrected coverage 0.8-2000µm	Cumul_Cov_119_Stations_4_sizes	Cosmopolitan_Score_119_Stations	Arctic_119_Stations	Atlantic_119_Stations	Indian_119_Stations	Mediterranean_119_Stations	Red Sea_119_Stations	Pacific_119_Stations	Southern_119_Stations	Phagocyte-generalist_prediction	Phagocyte-entamoebid_prediction	Phagocyte-rozellid_prediction	Prototrophy_prediction	area_2006	percent_area_2006	area_2090	percent_area_2090	area_2006_no_prob	percent_area_2006_no_prob	area_2090_no_prob	percent_area_2090_no_prob	Diff	Mean_Fe	Mean_NO3	Mean_Phos	Mean_Sal	Mean_Si	Mean_SI_NO3	Mean_T
TARA_AON_82_MAG_00229	TARA_AON_82_MAG_00229	Yes			TARA_SMAGs	MAG	81.3133333333333	18.6866666666667	Eukarya	Phytoplankton	15	0.962854520196687	Group_04	Eukarya	Archaeplastida	Plantae	Chlorophyta	Chloropicophyceae	Chloropicales	Chloropicaceae	Chloropicon	14815893	19780898.5313752	2328	7327	60.8746102848735	120.5	6657	1135.65	100	1.46	1636.02	1298.34	2.51	73.8	9629	4474	80.7	7.2	74.9	0	100	1	1	1	1	3	1	1	1	3	6	65.3952440853958	24.5326162668721	8.0692670673056	2.00287258042645	30	0.973674843846154	223.277496671986	30.25210084	0	12.3772951339584	15.7677740603658	1.09448681781652	27.4592746809232	43.3011693069361	0	0.594887518660546	0.687755933704569	0.523069127168908	0.886153040869334	68220010.0013283	0.199794937281932	91962007.26354	0.269327774551511	98419622.1921114	0.288240096165355	124348973.419098	0.364179004735673	34.8021017026376	0.000683064414906	4.33213656358014	0.546936326115672	35.608736100744	4.2675110895207	0.241259126300512	21.5467769278855
TARA_AON_82_MAG_00271	TARA_AON_82_MAG_00271	Yes	METDB_00036	Bathycoccus prasinos	TARA_SMAGs	MAG	96.378	3.622	Eukarya	Phytoplankton	15	0.970959784713946	Group_04	Eukarya	Archaeplastida	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	10892672	18910888.8888889	2570	4281	48.1235048010888	194.11	5690	1335.05	100	1.18	1656.47	1425.82	2.41	80.2	6548	1208	63.9	1.2	57.6	0.4	100	1	1	1	1	3	1	1	1	3	6	86.9133976563268	12.1111888937639	0.975413449909229	0	23.8461538461538	1.03283911384615	291.711914211683	29.41176471	23.5535767829096	52.4990291069184	0	14.4544881483948	0	9.4929059617772	0	0.004518756366907	0.0050546932319	0.045325835148443	0.892523431750885	73829002.2361649	0.216221910126882	63851196.3658466	0.187000057212572	96596768.9753533	0.282901532830209	83608030.971376	0.244861607376877	-13.5147510708615	0.00074576678055	4.24323227897738	0.425803677280518	35.1459225278912	2.95472533775098	0.300952451122772	13.3527439930222
TARA_AON_82_MAG_00272	TARA_AON_82_MAG_00272	Yes			TARA_SMAGs	MAG	45.1143333333333	54.8856666666667	Eukarya		0	0.00347567234634	Group_05	Eukarya	Stramenopiles	Chromista	MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	28398303	48627231.1643836	5807	5213	32.6669489107075	118.14	10808	1103.23	99.4	1.5	1234.19	1885.77	3	55.9	14380	7159	68.7	9.6	58.4	1.6	100	4	1	1	1	3	1	1	1	3	6	96.4534338611067	2.38539355941681	0.804059652623592	0.357112926852844	41.5384615384615	0.515786020461538	213.530463422409	58.82352941	0	24.1829639085	8.89037738301968	42.6688002540631	9.41716018566386	14.8406982687534	0	0.998056744551291	0.991680000378013	0.968366692932908	0.394242856876836	101252105.87662	0.296535549362848	91813262.001875	0.26889214649715	122480782.698434	0.35870766212141	118709279.942334	0.347662117616226	-9.32212104926174	0.000795882730762	3.10070532773101	0.385068338922906	36.0124827020912	3.1028234648676	0.204790781615763	18.9008257696705
TARA_AON_82_MAG_00274	TARA_AON_82_MAG_00274	Yes			TARA_SMAGs	MAG	97.1455	2.8545	Eukarya	Phytoplankton	18	0.022301057333998	Group_06	Eukarya	Stramenopiles	Chromista	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	13164750	41398584.9056604	3596	3593	72.0001558276741	152.13	7928	1104.44	100	1.23	1241.12	1380.23	2.29	81	9652	2231	47	2.4	31.8	0.4	33.3333333333333	1	1	1	0	2	0	0	0	0	2	83.3451654795241	1.2141781764083	15.4406563440676	0	12.3076923076923	0.398327117692308	94.7290073871513	15.96638655	2.36239937921981	62.7827812092808	19.2938277185616	0	0	15.5609916929379	0	0.053024573523979	0.02568101446219	0.251805416353218	0.174676053457006	72285871.9263899	0.211702567144473	53549155.7183706	0.156828622687741	89533783.446335	0.262216271265956	66066256.2675862	0.193487270482332	-25.92030186355	0.000532467282755	3.48779689289984	0.512064803702136	34.6001265389579	3.76422334781715	0.233396916278223	14.6117036143939
TARA_AON_82_MAG_00275	TARA_AON_82_MAG_00275	No			TARA_SMAGs	MAG	46.824	53.176	Eukarya		0	0.001067666538138	Group_05	Eukarya	Stramenopiles	Chromista	MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	13920522	27730123.5059761	3680	3719	47.4901515463343	128.59	6319	1302.87	99.7	1.18	1347.42	1420.42	2.31	68.4	7307	1292	47	4.8	50.2	0.8	83.3333333333333	2	1	1	1	3	1	1	0	2	5	96.2060546195417	2.41284159672954	1.38110378372876	0	24.6153846153846	0.184315866692308	55.7315020226971	37.81512605	0	15.2864949576872	26.2913513274612	14.2822430709453	28.1247649241013	16.015145719805	0	0.909701530573959	0.931999819266796	0.550777401468291	0.023424996213949																
TARA_AON_82_MAG_00276	TARA_AON_82_MAG_00276	No			TARA_SMAGs	MAG	44.656	55.344	Eukarya		0	0.003581875379858	Group_05	Eukarya	Stramenopiles	Chromista	MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	20151734	66727596.0264901	5044	3940	64.6882442713158	142.55	5821	2302.29	99.9	1.31	2411.53	2879.11	2.38	86.2	7543	2368	38.6	3.6	30.2	0	100	1	1	1	1	3	1	1	1	3	6	98.075521462614	0	1.92447853738602	0	12.3076923076923	0.071115773653846	32.9442816186438	31.93277311	0	31.5470278456437	12.1299822396332	35.0638357928836	0	21.2591541218396	0	0.982411424865634	0.989873248501418	0.821398507073082	0.131329057021693																
TARA_AON_82_MAG_00278	TARA_AON_82_MAG_00278	Yes			TARA_SMAGs	MAG	65.244	34.756	Eukarya	Phytoplankton	16	0.051354960681962	Group_06	Eukarya	Haptista	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	New_Chrysochromulinaceae_01	15403098	55406827.3381295	4419	3386	61.4382492421012	199.8	6276	1135.28	99.6	1.39	1257.51	1454.77	2.35	64.8	8801	3415	27.7	0	27.8	0	33.3333333333333	1	0	0	1	1	0	0	1	1	2	100	0	0	0	2.30769230769231	0.022585516438462	11.4001092507494	5.882352941	0	38.3128614826697	0	61.6871385173303	0	0	0	0.104141381530586	0.215597788084194	0.34835803764936	0.10953378086483	6098093.17150351	0.017859395545621	7606134.37365785	0.022275973575984	9508444.39375734	0.027847240879362	13318062.9476652	0.039004414559508	24.7297173024749	0.000835114492857	0.635334604730209	0.070654317232159	36.7253484725952	2.53467800219853	0.063667618362868	20.1050469477971
TARA_AON_82_MAG_00280	TARA_AON_82_MAG_00280	No			TARA_SMAGs	MAG	50.826	49.174	Eukarya		3	0.024476594936823	Group_05	Eukarya	Stramenopiles	Chromista	Ochrophyta	Chrysophyceae	New_Chrysophyceae	New_Chrysophyceae	New_Chrysophyceae	12883794	43234208.0536913	3840	3240	39.7089752437819	129.59	3450	1566.3	100	1.77	1773.67	1560.36	2.95	69.5	5722	4431	26.5	0	29.8	0.4	50	1	0	1	0	1	0	1	1	2	3	100	0	0	0	13.0769230769231	0.123470318923077	52.8712349793857	30.25210084	0	16.0909877571401	12.8954399269301	39.9500853727831	27.480025442867	3.58346150027965	0	0.433040178691574	0.675158469995704	0.176186657813597	0.010715169262543																
TARA_AON_82_MAG_00281	TARA_AON_82_MAG_00281	Yes			TARA_SMAGs	MAG	40.206	59.794	Eukarya		0	0.006904401882538	Group_05	Eukarya	Stramenopiles	Chromista	MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	New_MAST-4	36681262	54666560.3576751	6998	5700	36.9109051439288	191.46	17969	767.49	98.8	1.42	944.43	1307.85	2.63	50.9	24313	10325	66.3	12.1	67.1	1.2	83.3333333333333	1	1	0	1	2	1	1	1	3	5	93.306626648087	6.69337335191298	0	0	10	0.520776898230769	101.463788241528	10.08403361	0.206107088113051	1.80751383171102	0	0	0	0.097399892756899	97.888979187419	0.998965199782986	0.997363108623834	0.914441590997386	0.711647818372007	58314139.4128435	0.170783760166732	43696611.9613281	0.1279736230774	74876036.1289832	0.219288342848654	54765868.988035	0.160391992898299	-25.066866455884	0.000772005839357	15.1912140379349	1.17159820099672	34.3732631921768	35.288978882879	0.290428630677797	5.45604678072657
TARA_AON_82_MAG_00283	TARA_AON_82_MAG_00283	No			TARA_SMAGs	MAG	47.9975	52.0025	Eukarya	Phytoplankton	27	0.200171228212886	Group_06	Eukarya	Haptista	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	New_Chrysochromulinaceae_01	34447234	89473335.0649351	8825	3838	63.81517122194	187.18	9277	1533.74	99.5	1.63	1695.89	1855.41	2.65	66.6	14957	9376	38.6	4.8	38.5	0	50	2	1	0	1	2	1	0	0	1	3	100	0	0	0	5.38461538461539	0.043347501815385	17.5138445078058	12.60504202	0	32.6420548789058	0	66.156538162221	0	1.20140695887322	0	0.858805328743018	0.875895718109109	0.920466243356204	0.415060351057702																
TARA_AON_82_MAG_00284	TARA_AON_82_MAG_00284	No			TARA_SMAGs	MAG	58.216	41.784	Eukarya		0	0.000379065516819	Group_02	Eukarya	Alveolata	Chromista	Ciliophora	NA	NA	NA	NA	20900661	75182233.8129496	1931	13703	39.476225007085	174.14	14966	304.73	99.8	1.06	819.82	467.28	2.13	23.1	15852	1001	32.5	8.4	27.8	0.4	33.3333333333333	1	0	1	0	1	0	1	0	1	2	0	6.55990557395157	93.4400944260484	0	1.53846153846154	0.009400033953846	33.8046677088347	8.403361345	0	65.3568000061919	6.41143456547718	2.86877365363903	13.5969882015531	11.7660035731388	0	0.088053773262282	0.4590338699893	0.028403334223033	0.000327169978866																
TARA_AON_82_MAG_00285	TARA_AON_82_MAG_00285	Yes			TARA_SMAGs	MAG	61.3535	38.6465	Eukarya		0	0.000359941885132	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_B	Marine_Hexanauplia_B	Marine_Hexanauplia_B	22259560	61660831.0249308	6475	3338	33.3901469771584	161.69	9267	554.07	95	1.75	927.61	1301.52	3.85	31.3	12561	9389	28.9	8.4	36.1	1.6	66.6666666666667	1	1	1	0	2	1	0	1	2	4	0.329826359789823	12.6086340370481	83.9315619426776	3.12997766048448	11.5384615384615	0.076310410169231	336.363562442384	39.49579832	0	22.9256656190038	6.19716438441314	55.8662758863837	5.64830396331952	9.36259014687993	0	0.098947259986816	0.366509547973481	0.044390573821924	0.000266751279212	40290926.0563548	0.117999440989581	23605909.1775591	0.069134278102885	57718842.935938	0.169040324153381	34632189.2212042	0.101426781867252	-41.4113511698848	0.000824809843194	1.9039452413419	0.289218067277775	36.4870678544535	2.38148275265708	0.126284821853298	19.5384161560624
TARA_AON_82_MAG_00286	TARA_AON_82_MAG_00286	Yes			TARA_SMAGs	MAG	59.091	40.909	Eukarya		0	0.000607592144452	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_A	Marine_Hexanauplia_A	Marine_Hexanauplia_A	12743960	38618060.6060606	3011	4279	49.8514129416769	128.45	1642	1210.94	99.4	3.05	1661.28	1366.13	3.81	57.7	6076	12442	28.9	4.8	33	1.2	33.3333333333333	1	1	0	0	1	0	0	1	1	2	0	14.8688922220123	78.4524358634453	6.67867191454238	1.53846153846154	0.007100015038462	96.0788640265663	30.25210084	0	31.3451176864144	7.65863523789196	55.9957079722363	0	5.00053910345735	0	0.047331031215926	0.323142789714158	0.078258792178596	0.000653795230771	16818321.2375932	0.049255569396529	4036153.69415088	0.011820623804767	26523600.5130111	0.077679277691177	7036616.68422543	0.020608035517357	-76.0014472483196	0.000952087627175	1.57437109795252	0.224400783202758	36.8600377980729	2.194112598188	0.120586179048131	17.9258136581956
TARA_AON_82_MAG_00290	TARA_AON_82_MAG_00290	Yes			TARA_SMAGs	MAG	88.219	11.781	Eukarya		0	0.000947576777164	Group_01	Eukarya	Opisthokonta	Animalia	Arthropoda	Hexanauplia	Marine_Hexanauplia_B	Marine_Hexanauplia_B	Marine_Hexanauplia_B	16909151	69584983.5390946	4214	3965	48.9509136389462	201.07	2026	936.73	88.6	3.32	1688.61	1131.59	4.42	34.8	6292	14577	16.9	1.2	24.3	0	16.6666666666667	1	0	1	0	1	0	0	0	0	1	0	34.089705012827	65.1502966459512	0.759998341221751	0	0	94.2011103928281	30.25210084	0	24.0083933561443	23.8256829878505	0	13.4679370643555	38.6979865916498	0	0.046121863870108	0.287955289138676	0.041709817840572	0.001358303369551	40164998.9195312	0.117630640040955	34478903.3721232	0.100977855861484	67983754.009496	0.199103017842611	60299829.5359857	0.176599221548324	-14.1568422765302	0.000801426982446	4.92615680139873	0.622128857993612	35.4931594998229	5.06546518966263	0.226077220989442	22.5595413095811
TARA_AON_82_MAG_00292	TARA_AON_82_MAG_00292	Yes			TARA_SMAGs	MAG	48.091	51.909	Eukarya		0	0.00343731644306	Group_05	Eukarya	Stramenopiles	Chromista	Bigyra	Bikosea	Bicosoecales	New_Bicosoecales_01	New_Bicosoecales_01	25883962	41748325.8064516	4454	6404	61.4333455362181	83.17	1999	1625.59	100	5	2194.28	1740.73	5.89	69.3	11044	44218	37.4	12.1	62	0	66.6666666666667	2	1	1	0	2	1	1	0	2	4	100	0	0	0	12.3076923076923	1.14922297615385	78.8906118777334	10.08403361	0	92.5390336038447	0	0	0	7.4609663961553	0	0.996571443236085	0.989700081384277	0.909030555665865	0.026145491537208	777372.118078576	0.002276678258669	5949.02038713386	1.74E-05	1198978.48768968	0.003511430616115	11211.6328184699	3.28E-05	-99.2347268124514	0.000671048214505	5.15026378631592	0.612006552620894	35.8327810499403	4.92615134848489	0.258097321567669	18.9074571927388
TARA_AON_82_MAG_00295	TARA_AON_82_MAG_00295	No			TARA_SMAGs	MAG	47.296	52.704	Eukarya	Phytoplankton	23	0.044784668463264	Group_06	Eukarya	Stramenopiles	Chromista	Ochrophyta	Dictyochophyceae	Pedinellales	Pedinellaceae	NA	13310249	70799196.8085106	3760	3446	68.6453361366506	110.37	6306	708.24	96.8	1.48	802.58	1052.58	2.74	46.5	8734	4214	18.1	0	18.8	0	33.3333333333333	1	0	1	0	1	1	0	0	1	2	96.8883199826433	0	3.11168001735667	0	13.8461538461538	0.115561208615385	44.0474629738332	31.09243697	0	27.8683001426696	21.6331487945639	29.9894239209886	14.221395079329	6.28773206244883	0	0.057279659017669	0.193956564181672	0.148310841147172	0.01845114304979																
TARA_AON_82_MAG_00297	TARA_AON_82_MAG_00297	Yes			TARA_SMAGs	MAG	92.356	7.64400000000001	Eukarya	Phytoplankton	14	0.945434013188944	Group_04	Eukarya	Archaeplastida	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	10088831	22173254.9450549	2405	4099	62.1364502860796	124.46	4221	1262.31	100	1.57	1611.02	1424.33	2.76	78.1	6243	3550	43.4	2.4	45.5	0.8	50	1	0	0	1	1	1	1	0	2	3	72.558924771894	25.2850696018702	2.15600562623575	0	22.3076923076923	1.66811710307692	245.799478651194	25.21008403	28.9894518629852	57.6131720140261	0	12.122508267812	0	1.27486785517662	0	0.000905525033024	0.00358191004634	0.057456968848651	0.545563843646849	50736926.7945623	0.148592489309224	32524081.8901775	0.095252799014159	68597624.3605993	0.200900850887424	43881291.3329565	0.128514490829707	-35.8966260966692	0.000752222652928	3.73778094068285	0.480857634758071	34.8075073892756	3.15211686191633	0.317133481050159	11.9113626895371
